,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV
2017-07-19,,,,,,,,,,0.0,21.24815368652344,0.0,21.34395275978512,21.085295810143176,21.21941341638033,0,27487200,,,,,,,,,,0.0,31.39087104797364,0.0,31.658844387169232,31.1803250003074,31.43872225649718,0,6631900,,,,,,,,,,0.0,51.591064453125,0.0,51.63799195396496,50.754156872974725,50.793267101930105,0,24802700,,,,,,,,,,0.0,22.44756126403809,0.0,22.54708748302644,22.36613103499827,22.483753243935155,0,48259400,,,,,,,,,,0.0,63.309547424316406,0.0,63.30954742431641,63.035477343561645,63.135969241845615,0,8864600,,,,,,,,,,0.0,48.04155349731445,0.0,48.04155349731445,47.78815053962846,47.84931631103066,0,5592000,,,,,,,,,,0.0,44.665374755859375,0.0,44.68238080882077,44.42729650154563,44.55484027696968,0,10669400,,,,,,,,,,0.0,73.9698715209961,0.0,73.9698715209961,73.68519066367072,73.68519066367072,0,8177900
2017-07-20,,,,,,,,,,0.0,21.38226890563965,0.0,21.478067968206307,21.18109251874329,21.219411047440875,0,25254900,,,,,,,,,,0.0,31.543994903564453,0.0,31.706693382161912,31.23774280941824,31.40044128801569,0,7297800,,,,,,,,,,0.0,51.43463134765625,0.0,52.06817642772579,51.29384288904273,51.8804604720353,0,17159300,,,,,,,,,,0.0,22.43851089477539,0.0,22.56518108528318,22.39327265041944,22.465654876826,0,40163500,,,,,,,,,,0.0,62.95326232910156,0.0,63.40090363543259,62.87103851453112,63.36436049227816,0,7428000,,,,,,,,,,0.0,48.05028533935547,0.0,48.198829806998006,47.91921394637818,48.006592652840375,0,9816700,,,,,,,,,,0.0,44.98847579956055,0.0,44.99697720284215,44.67387198098248,44.78440644150543,0,8462500,,,,,,,,,,0.0,74.45657348632812,0.0,74.57595125931219,74.02496668270638,74.14434445569046,0,8276800
2017-07-21,,,,,,,,,,0.0,21.468490600585938,0.0,21.58344985568125,21.34395308251344,21.55470958510358,0,21535000,,,,,,,,,,0.0,31.71626091003418,0.0,31.83110452809929,31.53442487719669,31.802394536286208,0,7243700,,,,,,,,,,0.0,50.92623519897461,0.0,51.50502962231661,50.85583797636921,51.26256289781863,0,13047600,,,,,,,,,,0.0,22.43851089477539,0.0,22.510893121181955,22.37517666238569,22.37517666238569,0,39108400,,,,,,,,,,0.0,62.83450698852539,0.0,62.861912608485135,62.43253930940076,62.64266067891405,0,7600500,,,,,,,,,,0.0,48.12894058227539,0.0,48.14641366168704,47.8405847727097,47.88427413780863,0,7738700,,,,,,,,,,0.0,45.31157684326172,0.0,45.31157684326171,44.84392189363414,44.99696983264175,0,9252000,,,,,,,,,,0.0,74.37390899658203,0.0,74.48410869517498,74.2453461846308,74.30044953700117,0,4043600
2017-07-24,,,,,,,,,,0.0,21.12361526489257,0.0,21.53555001884273,21.046976368382,21.52596992837698,0,45649400,,,,,,,,,,0.0,31.084617614746094,0.0,31.811969096398474,30.950632776234613,31.802396664611635,0,11611700,,,,,,,,,,0.0,50.832366943359375,0.0,51.11394385868076,50.71504223407836,51.035729374954286,0,10433400,,,,,,,,,,0.0,22.53804588317871,0.0,22.56518987580357,22.42947336413744,22.42947336413744,0,26364800,,,,,,,,,,0.0,62.69746780395508,0.0,62.861908482814336,62.60611342012055,62.7705540989798,0,7551700,,,,,,,,,,0.0,47.971656799316406,0.0,48.13767772207592,47.93670397348758,48.11146476934676,0,9302400,,,,,,,,,,0.0,44.88644409179688,0.0,45.33709308143598,44.81841988920928,45.33709308143598,0,10534800,,,,,,,,,,0.0,74.34638214111328,0.0,74.41984862790727,74.02497501907685,74.30964889771629,0,4476800
2017-07-25,,,,,,,,,,0.0,21.334373474121094,0.0,21.449330904597154,21.171515591600496,21.171515591600496,0,34211800,,,,,,,,,,0.0,30.92192268371582,0.0,31.41001082970739,30.8549302646741,31.122899940840995,0,6383100,,,,,,,,,,0.0,51.4737434387207,0.0,51.84135813478293,51.32513768623649,51.44245644678099,0,15479300,,,,,,,,,,0.0,22.81852149963379,0.0,22.90899972789172,22.75518725757184,22.79137923916648,0,75786800,,,,,,,,,,0.0,62.61524963378906,0.0,63.01721727808607,62.43253390006653,63.01721727808607,0,9077100,,,,,,,,,,0.0,48.30369186401367,0.0,48.33864468493586,48.09398160504951,48.13767096456,0,13799900,,,,,,,,,,0.0,44.63136291503906,0.0,44.92045930894419,44.58034475955955,44.79291554203176,0,10568100,,,,,,,,,,0.0,73.81375122070312,0.0,74.57595016028561,73.70355851069527,74.52085380528169,0,8486000
2017-07-26,,,,,138.16607424404356,,,,,0.0,21.88042640686035,0.0,22.09118291969984,21.200254587834188,21.219414769151086,0,63816900,,,,,108.11387605792564,,,,,0.0,32.07993698120117,0.0,32.338337862814164,30.88363863159259,30.921921054975147,0,20244400,,,,,118.48575161947674,,,,,0.0,51.52849197387695,0.0,52.12293286048232,51.38770349987524,51.76314141967424,0,21211400,,,,,119.34737555766408,,,,,0.0,22.66471099853516,0.0,22.88185945551258,22.610424747155207,22.845667470773403,0,56086500,,,,,-78.91124474993445,,,,,0.0,62.69746780395508,0.0,62.79795971714089,62.55130218379837,62.79795971714089,0,6804000,,,,,121.36370270853604,,,,,0.0,48.29494857788086,0.0,48.41728010073245,48.14640077635823,48.31242498590023,0,7594000,,,,,78.88880739465412,,,,,0.0,45.05649948120117,0.0,45.05649948120117,44.55483236048116,44.62285331666788,0,8631200,,,,,11.66164097237043,,,,,0.0,73.5658187866211,0.0,73.72192981390116,73.36378945430587,73.64846332830476,0,4964100
2017-07-27,0.4297257898363644,,,,128.09251675832988,,,,71.93550458892354,0.0,21.621768951416016,0.0,22.024123613888047,21.51638978377333,22.0145435234464,0,50762200,0.6877008964657431,,,,88.05466387857864,,,,64.74825095114282,0.0,31.515287399291992,0.0,32.20435649094133,31.36216134012694,32.03208921802899,0,12767200,0.6514256946468652,,,,127.82355095108728,,,,74.1444838715959,0.0,52.05253601074219,0.0,52.07599975932256,51.30948349052898,51.544132911097925,0,15815900,0.2139158786320685,,,,21.546993850198373,,,,45.20568713262411,0.0,22.53804588317871,0.0,22.719002382552937,22.438519635949984,22.70995438501132,0,67826200,0.4482959619694193,,,,-148.541935534286,,,,41.60016168310779,0.0,62.34119415283203,0.0,62.633532425522326,62.03972531873163,62.633532425522326,0,9900900,0.3095744530093053,,,,164.38935140778838,,,,73.72265913783852,0.0,48.76681137084961,0.0,48.77554790996871,48.3036947987052,48.329911082631845,0,12859000,0.35468932183255475,,,,93.78952955629964,,,,71.84980532859585,0.0,45.16702651977539,0.0,45.1670265197754,44.87793020544081,44.92894834687815,0,9586900,0.57787777292436,,,,-45.34099200573641,,,,53.82865098106725,0.0,73.06072998046875,0.0,73.63926967430976,72.75769305233338,73.63926967430976,0,12536800
2017-07-28,0.42434926059705724,,,,147.03107506143564,,,,74.90013866279426,0.0,21.94748306274414,0.0,21.97622333190208,21.66008768002587,21.727146480845786,0,40162900,0.6918996505834106,,,,139.2317696984348,,,,69.00998843483175,0.0,32.19477844238281,0.0,32.26177085340508,31.630125513186144,31.630125513186144,0,15511200,0.6557352583196551,,,,149.39162943721962,,,,72.94964160038965,0.0,51.98996353149414,0.0,52.50618391725649,51.79442433119057,51.88046205671476,0,14765000,0.21220779952883287,,,,-7.527919761665284,,,,45.2056871326241,0.0,22.53804588317871,0.0,22.60138014024097,22.4113773690542,22.50185561874132,0,43735800,0.44433411160426434,,,,-113.33153908599995,,,,45.3652710128765,0.0,62.487342834472656,0.0,62.53301653370768,62.14018647685043,62.2772215143386,0,11435700,0.3686005516312488,,,,81.12421061280813,,,,62.227289674301275,0.0,48.35611343383789,0.0,48.819226571185375,47.68328673746886,48.618252882651866,0,18412200,0.3536480329778618,,,,83.19902053773731,,,,70.22795363172422,0.0,45.09901428222656,0.0,45.22655479508696,44.88644351722011,45.09901428222656,0,9639000,0.5897314187345815,,,,-42.75902195544759,,,,57.91212534238702,0.0,73.42806243896484,0.0,73.519892032332,72.77606321806454,73.08828523674262,0,6426100
2017-07-31,0.4138826785749542,,,,134.6747581365783,,,,73.66769318315534,0.0,21.89958381652832,0.0,22.062441682679456,21.78462457039184,21.918742168205046,0,30392300,0.6759747202172789,,,,153.37601534743746,,,,68.757903319812,0.0,32.17564392089844,0.0,32.44361727150849,31.97466664605092,32.19478513528583,0,9013700,0.647446318696539,,,,130.50096740706903,,,,73.80213092739963,0.0,52.1072883605957,0.0,52.404505797457794,51.864815693861765,52.00560415708756,0,13519500,0.21449905536595518,,,,101.4862525584424,,,,52.060059504448986,0.0,22.70090103149414,0.0,22.782331264427256,22.592326812340435,22.61947079856103,0,43039300,0.44261280075642423,,,,-76.07186328474468,,,,43.66009993217676,0.0,62.40513229370117,0.0,62.80709996383548,62.38686420410098,62.77969434448869,0,6787300,0.35849979727589576,,,,85.85679300736075,,,,61.785923341965464,0.0,48.33864212036133,0.0,48.45223711568948,48.22504712503317,48.23378699644226,0,7279300,0.35511054988762286,,,,94.99577589181408,,,,71.77200770835157,0.0,45.252052307128906,0.0,45.35408533640168,44.979962066687165,45.04798300501184,0,11861300,0.5699098226341894,,,,-23.815147990283897,,,,56.96287023294831,0.0,73.3637924194336,0.0,73.66683643015449,73.3546073568254,73.51990345302316,0,5516800
2017-08-01,0.414427833165539,,,,106.89442742998384,,,,72.89272803165375,0.0,21.87084579467773,0.0,22.11992266421162,21.69840782136848,21.81336707931312,0,32116800,0.6700738763462899,,,,126.93271138708182,,,,67.69230783299831,0.0,32.09907531738281,0.0,32.52017098442968,31.92680807840625,31.99380048791797,0,8094700,0.6386318401260346,,,,110.18414685717384,,,,73.63547394851004,0.0,52.09946441650391,0.0,52.39668184934299,51.87263823063351,52.13857464307502,0,12668700,0.212103184375187,,,,148.42972756883924,,,,57.751745380732466,0.0,22.86376190185547,0.0,22.88185789298934,22.74613968521398,22.85471390628853,0,60987500,0.4488446176611512,,,,-109.8930574354574,,,,40.056519946972045,0.0,62.2224235534668,0.0,62.56957301521168,62.03971477778908,62.45995053776225,0,16893700,0.35161691574831966,,,,78.18860250121617,,,,60.40130965234546,0.0,48.28620910644531,0.0,48.52213561673137,48.25999616084154,48.39106755542847,0,19015300,0.3540397692093297,,,,127.34586748134817,,,,74.17613920747786,0.0,45.50714492797852,0.0,45.592171927520425,45.277568136928814,45.32008163669977,0,10823100,0.5665902962568103,,,,-53.1165757085109,,,,54.489052164175554,0.0,73.19849395751953,0.0,73.63010080620617,73.10666435285529,73.63010080620617,0,8678800
2017-08-02,0.4019327584748263,,,,86.21618227393361,,,,71.27767161219236,0.0,21.81336784362793,0.0,22.01454426806077,21.77504748056521,21.842106288709488,0,27185500,0.6618603246752437,,,,67.1629901228442,,,,63.58061955521684,0.0,31.802392959594727,0.0,32.271343490564654,31.71625933761301,31.95551899302749,0,8420200,0.6460900286824994,,,,49.296848006601095,,,,69.4163482568711,0.0,51.9039192199707,0.0,52.11509890385389,51.37205242393735,51.83352201375493,0,15118500,0.2066469912570745,,,,130.40966986664748,,,,58.91893662241362,0.0,22.899951934814453,0.0,22.918047925771653,22.78233144505004,22.890903939335857,0,43341500,0.4448435787202582,,,,-80.9873128602704,,,,47.10841613700094,0.0,62.49648284912109,0.0,62.51475093556372,62.12192086307507,62.22241276323904,0,17642900,0.3477223013685698,,,,23.885129212703987,,,,59.44523557030281,0.0,48.25126647949219,0.0,48.32990866076192,48.0328163463301,48.190100708869565,0,17133700,0.3694432162305888,,,,130.22734081571795,,,,75.87267746358648,0.0,45.70270919799805,0.0,45.71121060044456,45.1415225729376,45.41361286123527,0,8015900,0.5562932573541869,,,,-105.90279663642089,,,,52.05439387870295,0.0,73.03318786621094,0.0,73.1892988733788,72.77606220589945,73.1892988733788,0,7718500
2017-08-03,0.39169877210186854,20.29901951677208,21.2783299446106,22.25764037244912,64.34498177234217,,,,69.34711779968558,0.0,21.746307373046875,0.0,21.98580414223367,21.72714719298025,21.784625905964784,0,24214900,0.6398776775084355,30.163373506531244,31.34684524536133,32.530316984191415,18.346775226690106,,,,61.8830674390332,0.0,31.677976608276367,0.0,31.95551868205128,31.60141541771135,31.811965080687155,0,5596400,0.6681001946667784,50.01262213787796,51.22501525878906,52.43740837970017,-37.42035899277325,,,,56.457550392392555,0.0,51.1765251159668,0.0,51.9039312561731,50.9496989037107,51.81789352161446,0,15327800,0.20028796981347172,22.305699130616684,22.603184509277344,22.900669887938005,94.36723284183441,,,,55.22211301294937,0.0,22.81852149963379,0.0,22.89995173249306,22.782331243767818,22.863761476627086,0,40816800,0.44373856287944385,62.13881724814191,62.83861656188965,63.5384158756374,-16.530301523170014,,,,53.74977748175511,0.0,62.80710983276367,0.0,62.80710983276367,62.377736475814814,62.377736475814814,0,13298800,0.34785082040466275,47.17093397074164,47.97557945251465,48.78022493428767,42.216660754510585,,,,58.20469302484233,0.0,48.20757675170898,0.0,48.49593254519763,48.14641097732376,48.24252957515331,0,17803400,0.3697775167288726,43.41187393326975,44.72318801879883,46.03450210432791,166.543731578944,,,,77.72298138052672,0.0,45.93229675292969,0.0,45.93229675292969,45.558173329723125,45.76223947199112,0,10464700,0.550010883799655,72.31333216202519,73.40189476013184,74.49045735823849,-81.28460821697131,,,,53.664617708006226,0.0,73.15257263183594,0.0,73.29949857793083,72.83115855034009,73.06992109466167,0,8003600
2017-08-04,0.3986185719298267,20.456396521767967,21.33149814605713,22.20659977034629,-40.12068955307559,,,,59.86761181012131,0.0,21.38226890563965,0.0,21.631345737426905,21.257731403353592,21.554706852816604,0,50891100,0.659797317059283,30.388950008935467,31.399482345581056,32.410014682226645,-133.35620559760144,,,,53.48427828894361,0.0,30.99848365783692,0.0,31.448293025965075,30.759223977056067,31.36215939485145,0,17166700,0.6488717257553932,50.19899445617384,51.288761138916016,52.37852782165819,-48.2741689730714,,,,58.34834302237029,0.0,51.34077072143555,0.0,51.48155918096859,51.0826575510612,51.19998226190251,0,9371000,0.2034308806554123,22.28085545290457,22.618565559387207,22.956275665869843,130.82003464973073,,,,60.290317803639105,-1.0,22.972332000732425,0.0,23.06281022123443,22.92709375334568,23.026619968470737,0,50792900,0.43227206802439117,62.1499166459579,62.84866542816162,63.54741421036535,44.0777559051932,,,,56.02305468599421,0.0,62.92585372924805,0.0,62.95326631576876,62.67005868086005,62.77968811726591,0,12746000,0.34672184384622223,47.20808967981937,47.99786167144775,48.78763366307613,-21.340223012096864,,,,54.52829545020052,0.0,48.076507568359375,0.0,48.33864707164992,48.00660192306343,48.18136270301866,0,17063700,0.3755552558264085,43.51435581745395,44.82054481506348,46.126733812673,122.98699277250698,,,,72.40721390341996,0.0,45.72821044921875,0.0,45.83024672617568,45.48163088883531,45.69420160047143,0,17465400,0.5533603269376443,72.34922346442993,73.4138339996338,74.47844453483766,-69.81893609110146,,,,51.1058410887171,0.0,72.9873046875,0.0,73.49237114161782,72.89546805388632,73.49237114161782,0,3930100
2017-08-07,0.3865684360897149,20.55394666424097,21.364548683166504,22.17515070209204,-67.7747249357857,,,,57.208207842189154,0.0,21.26731300354004,0.0,21.47806949439046,21.2481528242222,21.29605144530153,0,32328000,0.6372785445565147,30.416318213289784,31.407138633728028,32.39795905416627,-140.41364320711168,,,,51.67580966972617,0.0,30.835786819458008,0.0,31.06547405359652,30.720939551575995,30.81664560814434,0,6834800,0.6416309104032335,50.3341540928459,51.32474021911621,52.31532634538652,-111.20812664326687,,,,52.50236956384089,0.0,50.94969940185547,0.0,51.21563584783231,50.79327041061039,51.12177487265516,0,11437300,0.1947165477434303,22.26845296719044,22.6334942817688,22.99853559634716,98.67430934853951,,,,58.60931752011833,0.0,22.936140060424805,0.0,22.981378304483112,22.899948084595447,22.97233031052577,0,39486800,0.4177090225769068,62.15047619253376,62.849578094482425,63.54867999643109,73.75354176689812,,,,56.023054685994225,0.0,62.92585372924805,0.0,63.00807754902552,62.77968811726591,62.880180024831525,0,7753100,0.35004216202277266,47.31217591188148,48.05465869903564,48.79714148618981,52.001390121689084,,,,61.65719998062475,0.0,48.43476104736328,0.0,48.4697138666773,48.08523952079175,48.08523952079175,0,16854000,0.36512822454140353,43.64156227218221,44.926829719543456,46.2120971669047,125.046572052401,,,,73.77541346558556,0.0,45.87277221679688,0.0,45.88977826740391,45.66020144956757,45.77924056024438,0,5161400,0.5354805884404101,72.43239560057879,73.44046516418457,74.44853472779036,-77.94889846795826,,,,53.36738307936047,0.0,73.14339447021484,0.0,73.15257953213367,72.8495355441573,72.91381696529022,0,4583300
