,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDX,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLF,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLU,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV
2017-11-01,0.3643797300024583,21.343578127728076,22.225300216674803,23.10702230562153,-81.9546790392402,-0.26921203968722196,-0.07919768953008632,-0.19001435015713564,36.874918693464345,0.0,21.535551071166992,0.0,21.870846944990635,21.478072352779243,21.707989053545752,0,32439400,0.6245905578911065,30.0467518187034,32.025385761260985,34.00401970381857,-67.72216377575553,-0.6059417551859845,-0.14073338320531859,-0.4652083719806659,36.98286479128893,0.0,30.74008178710937,0.0,31.2664523379286,30.625238166213684,30.797505422963667,0,8566600,0.5755146474680607,53.11934461530475,53.83635368347168,54.55336275163861,144.59197954584693,0.22358733578435874,-0.06319703770289509,0.28678437348725383,66.4512978228586,0.0,54.42593765258789,0.0,54.67952360718839,54.11687995935498,54.140652697916586,0,17306300,0.22278462402486898,23.63148943773742,24.039384174346925,24.447278910956427,49.84831525228038,0.27300934226002127,-0.029511663439083624,0.3025210056991049,63.078065243736035,0.0,24.203828811645508,0.0,24.37645420600789,24.176573356116403,24.26742718511436,0,40921900,0.4747927768292994,65.47269166057202,66.15953941345215,66.84638716633228,-127.67498054203311,0.329025643265183,-0.1942543538699294,0.5232799971351124,48.57759421302165,0.0,65.60890197753906,0.0,66.00352848076473,65.57219172121977,65.8475151427318,0,9104800,0.36987416942645324,46.42077903486842,47.35698051452637,48.29318199418432,-77.57441622148595,-0.2986503503637721,-0.08119359943158488,-0.2174567509321872,39.654756542520595,0.0,46.83072280883789,0.0,46.95382553999986,46.68124595230804,46.81314005859264,0,7556300,0.4424035618694631,45.73929896309134,46.64846057891846,47.557622194745576,58.332322739385965,0.2648565826426008,0.04042297638280562,0.2244336062597952,57.40788686185525,0.0,46.95946502685547,0.0,47.30217033717151,46.87378624804303,47.30217033717151,0,10879200,0.616447242435485,74.72147318367317,76.15512924194336,77.58878530021354,-107.43498019403822,-0.06256354173572731,-0.27635587620943614,0.21379233447370882,39.48924221310333,0.0,74.9426498413086,0.0,75.25602825761644,74.73987681286354,74.88735066334729,0,7427800
2017-11-02,0.3595652709324053,21.27586430854507,22.19464464187622,23.11342497520737,-66.39248885387727,-0.2703503771876967,-0.06426882162444886,-0.20608155556324786,39.27035021482113,0.0,21.63134765625,0.0,21.822945798379155,21.52596849535744,21.58344903432536,0,26190500,0.6209929387241431,29.94054834256858,31.959828281402583,33.9791082202366,-42.441933640616526,-0.5837190790479418,-0.09480856565382079,-0.48891051339412106,40.68292895178164,0.0,31.02719116210937,0.0,31.31430567666299,30.835786353490576,30.835786353490576,0,10638300,0.5796898897910027,53.13172011964245,53.82961826324463,54.5275164068468,109.72646297611512,0.248884134536965,-0.030320191160231047,0.27920432569719605,62.952327828689334,0.0,54.267459869384766,0.0,54.57651762623852,53.94254958624927,54.42594885639843,0,11328300,0.23218106856493806,23.62804270361273,24.06527786254883,24.502513021484926,74.4937856231068,0.2761022652803682,-0.02113499233498939,0.2972372576153576,68.35248315137615,0.0,24.430971145629883,0.0,24.46731406995972,24.112979222373884,24.231090260593824,0,51098300,0.4841439256019645,65.46839420679424,66.15724601745606,66.84609782811788,-91.82675211211514,0.2985921843598618,-0.17975025022020052,0.4783424345800623,54.1968038584486,0.0,65.98519134521484,0.0,66.0219016095965,65.41619274994989,65.57220612224661,0,6924300,0.3660648148059674,46.34957542219784,47.303344345092775,48.257113267987705,-85.00403224146034,-0.3023373436143828,-0.06790447414575648,-0.23443286946862632,37.93772535493833,0.0,46.71642303466797,0.0,46.8571085307515,46.54056532601185,46.77797272956659,0,10661400,0.4456862304594126,45.86851970280618,46.714431571960446,47.56034344111471,65.34612055195352,0.2633567401367003,0.031138507101524077,0.23221823303517622,60.40672073969645,0.0,47.130821228027344,0.0,47.32788080679923,46.83951988467047,46.95947018819167,0,14726900,0.6198165928323268,74.4859739940193,76.06019515991211,77.63441632580492,-110.63892729436249,-0.1493542705897397,-0.29051728405075883,0.14116301346101912,36.41442592152197,0.0,74.60161590576172,0.0,75.09932951675518,74.4357113687639,75.08089177267819,0,10200300
2017-11-03,0.3687801527870494,21.190878036833485,22.139081382751463,23.08728472866944,-84.65589229044411,-0.2796243885438443,-0.05883426638447714,-0.22079012215936716,37.0020910889309,0.0,21.48764991760254,0.0,21.77504530297029,21.28647168607287,21.669667969516944,0,34775600,0.6238048027066494,29.827345864173992,31.841633892059328,33.85592191994466,-61.48383655367585,-0.582559393138677,-0.0749191037956447,-0.5076402893430323,38.263462788495886,0.0,30.74008178710937,0.0,31.180322360366493,30.51996332588726,31.151608717032904,0,10854100,0.5705477669893994,53.10995059449812,53.85378799438477,54.59762539427141,130.47836126765657,0.27850937968940315,-0.0005559568062343256,0.2790653364956375,64.94038373271363,0.0,54.42593765258789,0.0,54.63989834560834,54.18819817503978,54.2436699136722,0,11111900,0.2279270896948891,23.636869394442456,24.08481149673462,24.532753599026783,64.49996515953198,0.2674065093457081,-0.0238645986157196,0.2912711079614277,64.01906305768719,0.0,24.331029891967773,0.0,24.367371080865897,24.25834578124563,24.34919961995389,0,42387000,0.47053899884197825,65.45799120178079,66.15219688415527,66.84640256652976,-62.45622521704857,0.26621798462674917,-0.16969955996265051,0.4359175445893997,53.128793373642125,0.0,65.92091369628906,0.0,66.0493960497248,65.75572109876265,65.97597556154348,0,6975000,0.35436269928264397,46.28746746455402,47.273888778686526,48.26031009281903,-64.87291128501012,-0.3010791476255932,-0.05331702252557349,-0.2477621251000197,38.15955817401975,0.0,46.725215911865234,0.0,46.87469614299772,46.67246094551828,46.74280201871652,0,5922400,0.4542419962621505,46.02538153971642,46.79068431854248,47.55598709736854,115.23333564680956,0.2728498739918166,0.032505312765312294,0.2403445612265043,63.19725952750671,0.0,47.30217742919922,0.0,47.53350526420898,46.96803831251124,47.070849594189454,0,11632200,0.6288706939310024,74.3941048845622,76.00120735168457,77.60830981880694,-76.77940099197791,-0.16638833524027064,-0.2460410789610318,0.07965274372076117,44.7966103236441,0.0,75.21915435791016,0.0,75.26524169084004,74.51866768262626,74.51866768262626,0,6862700
2017-11-06,0.3814424365451274,21.18978715759077,22.099324798583982,23.0088624395772,-10.606298395029057,-0.24702190280253689,-0.020985424514535778,-0.2260364782880011,47.460163237041016,0.0,21.94748306274414,0.0,22.03370204300268,21.516388161451456,21.53554834089008,0,51233200,0.6400878578916845,29.86000873193008,31.73779525756836,33.61558178320664,-2.876440390676284,-0.5230971409967857,-0.012365481323002747,-0.510731659673783,46.089759315016984,0.0,31.39087104797364,0.0,31.57271075150157,30.72094317620443,30.74965682196911,0,14309700,0.623757063460442,52.848810402805285,53.93461894989014,55.02042749697499,218.0849955281553,0.39779535249789433,0.09498401280180546,0.30281133969608887,75.8823449628328,-1.0,55.67009735107422,0.0,55.74141557017189,54.57650900314549,54.671599961942384,0,19100000,0.2207320659111466,23.663562857747326,24.107525253295897,24.551487648844468,46.96661795206221,0.2553718066102775,-0.02871944108092017,0.28409124769119765,62.848740259103366,0.0,24.30377197265625,0.0,24.34919889064976,24.222002133927266,24.26742905192077,0,33642100,0.45200637103905544,65.47285511692922,66.15816268920898,66.84347026148873,-48.97093350436354,0.2407496213291438,-0.1561343386082047,0.3968839599373485,53.690350821101596,0.0,65.9576416015625,0.0,66.07694467548005,65.86586246587899,65.96681391371884,0,7134600,0.3654788772064376,46.1384863844722,47.225967216491696,48.3134480485112,-122.27602552758741,-0.3366438722151699,-0.07110539769212015,-0.26553847452304974,31.293401277600495,0.0,46.22401809692383,0.0,46.63728317315506,46.21522672164948,46.6284884436742,0,10731100,0.4426033791906884,46.21517970545364,46.85494213104248,47.49470455663131,93.4994679425648,0.26282550593272447,0.01798475576497613,0.24484075016774834,58.532508173984134,0.0,47.122257232666016,0.0,47.38785658638782,47.09655522912614,47.3621513145362,0,11996500,0.604360083458926,74.28798720591782,75.9546615600586,77.62133591419938,-64.71929885164606,-0.19621926885751861,-0.22069761006262384,0.024478341205105218,42.543027804916214,0.0,74.98873138427734,0.0,75.18228552412897,74.93343221058822,75.09933676359529,0,4853200
2017-11-07,0.3754090611805506,21.16709613320726,22.05908927917481,22.951082425142356,-16.690181467495698,-0.23241929171888032,-0.005106250744703361,-0.22731304097417696,44.47828384838306,0.0,21.77504539489746,0.0,21.899584735707137,21.65050788130309,21.86126437631484,0,26060400,0.6333327229849423,29.843486920615156,31.64113426208496,33.43878160355477,-13.570837859587801,-0.4934524538579801,0.013823364652642334,-0.5072758185106224,43.47146397329177,0.0,31.10375595092773,0.0,31.314305621009463,30.845355078776347,31.228171996959,0,7365700,0.6176937702733228,52.703789445933005,54.00950622558594,55.31522300523887,178.8408792352907,0.48103073620638526,0.14257551720823713,0.3384552189981481,74.4480598224424,-1.0,55.59878158569336,0.0,55.84444130138207,55.305570342541294,55.76519681689861,0,13410300,0.2400097100544074,23.66460984473092,24.107979583740235,24.551349322749548,-103.59633202676777,0.2162163013152103,-0.054299957100789886,0.2705162584160002,50.57052717854369,0.0,23.96760940551757,0.0,24.394630104391684,23.904011020474886,24.321945988210608,0,70325500,0.43610833297284135,65.48449096054789,66.16412773132325,66.84376450209861,-30.73022002069787,0.22610535285078015,-0.13662288566925468,0.36272823852003483,55.27644321319074,0.0,66.05859375,0.0,66.15953819714544,65.93010435903338,65.95764230108949,0,5181100,0.38522165375719336,46.09030334154758,47.183321952819824,48.27634056409207,-80.7344536930927,-0.31928743530175296,-0.0429991686229626,-0.27628826667879036,42.77174934326432,0.0,46.7427978515625,0.0,46.7427978515625,46.10092010264548,46.25039696624509,0,9536300,0.4630070609780393,46.24494230003256,46.92519683837891,47.605451376725256,212.33334199299856,0.2970844304404423,0.04179494421815516,0.25528948622228714,66.82137939920689,-1.0,47.68771743774414,0.0,47.75626046189608,47.02800553768248,47.19935982975105,0,11324500,0.588184103064304,74.20547505474535,75.90719337463379,77.60891169452223,-53.710589794395084,-0.2048571047599097,-0.18346835677201193,-0.02138874798789777,44.58431769356018,0.0,75.14540100097656,0.0,75.25600635665106,74.87810999871684,75.11775142004248,0,4439800
2017-11-08,0.36912254145051,21.18987675589753,22.015500926971438,22.84112509804534,54.82613599658692,-0.20610251383249079,0.016968421713348947,-0.22307093554583973,47.62815015811018,0.0,21.92832374572754,0.0,22.062443179857443,21.861264942270264,21.98580428630408,0,28553400,0.6236421335745402,29.9301676703647,31.5353816986084,33.1405957268521,66.13567178077729,-0.4485704860447832,0.04696426597267134,-0.49553475201745456,45.7928877312405,0.0,31.304737091064453,0.0,31.601420422167045,31.25688588303194,31.34301951781572,0,7322900,0.6154596657096325,52.63923330857139,54.06458168029785,55.48993005202431,118.87182512920191,0.5192671339756174,0.14464953198197544,0.37461760199364197,69.13128180162342,0.0,55.32933044433594,0.0,55.606689099653934,55.02027279327228,55.464046641781074,0,14246600,0.23714347406318687,23.655018358532644,24.10479955673218,24.554580754931717,-279.87204021386106,0.173652822808549,-0.07749074848596094,0.2511435712945099,47.08959938948489,0.0,23.849496841430664,0.0,23.93126668352107,23.76772699934025,23.9221809529637,0,55844900,0.42200095816132893,65.49003485405855,66.16642379760742,66.8428127411563,-52.5146793782211,0.2032705086868276,-0.12756618386656576,0.3308366925533934,53.138424240167126,0.0,65.94847106933594,0.0,66.02189158695342,65.81998866438833,65.96682269785734,0,5622700,0.39413345544892336,46.09274988425621,47.161339950561526,48.229930016866845,50.74136796750072,-0.2613677701713968,0.011936397205914884,-0.27330416737731167,51.37228445623615,0.0,47.25278472900391,0.0,47.25278472900391,46.82193353610713,46.88348322734858,0,12860400,0.4629817288446104,46.2561544854767,46.98731288909912,47.718471292721546,210.7693039496903,0.3232743873278139,0.054387920884421403,0.2688864664433925,67.24876941926163,-1.0,47.72199630737305,0.0,47.85050959500459,47.38785718389455,47.66202278614931,0,9584900,0.5771134938205803,74.14829386116459,75.86110801696778,77.57392217277096,-36.57319853517338,-0.19531938229010848,-0.13914450744176857,-0.05617487484833991,46.8571834699182,0.0,75.3205337524414,0.0,75.40348250555486,74.97028693190269,75.0624615890586,0,6186200
2017-11-09,0.35507351262256825,21.21087158347475,21.97191247940064,22.732953375326524,50.62066794185459,-0.1892488754778867,0.02705764805436242,-0.21630652353224913,46.21632998548166,0.0,21.8516845703125,0.0,21.995382265469605,21.82294612761028,21.947483642822345,0,27157800,0.6125927370147168,30.011801094638702,31.43728494644165,32.8627687982446,48.847727678595795,-0.4166927308460906,0.06307361693709118,-0.4797663477831818,44.756080702641924,0.0,31.199460983276367,0.0,31.46743430890309,30.99848372716608,31.35258703328606,0,6584300,0.6111213586123253,52.58240013687754,54.13788356781006,55.693366998742576,103.29723737522556,0.5565822153448394,0.145571690680958,0.41101052466388144,70.53106186994982,0.0,55.49574661254883,0.0,55.590843601456605,55.03612023510927,55.11537074884842,0,12988900,0.2435676084963336,23.662627878365186,24.106616592407228,24.550605306449278,-239.22353923082113,0.13180330800236106,-0.09547221063371908,0.22727551863608014,44.790912316144635,0.0,23.767724990844727,0.0,23.84949482602516,23.522415485303423,23.69504088545387,0,94577000,0.46986751761819423,65.29679056151005,66.10998268127442,66.92317480103878,-174.07244488928882,0.1171726462175684,-0.17093123706865998,0.2881038832862284,40.48856039613038,1.0,65.12248229980469,0.0,65.65477034185707,64.8563382787785,65.5905291644896,0,10442000,0.3942438513403856,46.11319643541136,47.12880611419678,48.144415792982194,81.41782280823861,-0.21371199116851614,0.047673740967036415,-0.26138573213555255,51.22933240587858,0.0,47.24399185180664,0.0,47.4022634509784,47.00658445304901,47.0417566649109,0,10421300,0.45806250248345026,46.243398537434125,47.04043197631836,47.837465415202594,172.7877371672795,0.34489293699057555,0.060805176437746467,0.2840877605528291,68.02470173190433,0.0,47.781959533691406,0.0,47.86763504031981,47.47352248053144,47.58490325379723,0,10762600,0.5740750353321987,74.09755865423965,75.81963233947754,77.54170602471542,-31.52979272404259,-0.18488513308206223,-0.10296820658697785,-0.08191692649508438,46.98052525017931,0.0,75.32975769042969,0.0,75.40348757639802,74.86891250141478,75.13619652293664,0,7086400
2017-11-10,0.35639799083553997,21.24181498488301,21.90868539810181,22.5755558113206,-30.73764788964826,-0.19604964520357626,0.016205502662938298,-0.21225514786651456,41.42290869725528,0.0,21.573869705200195,0.0,21.909165552141225,21.535549344537053,21.85168501114651,0,35502900,0.6098522128610282,30.092702979020967,31.317176818847656,32.54165065867434,-37.97279373752419,-0.42437763282954677,0.04431097196290801,-0.4686886047924548,40.37125768199849,0.0,30.730512619018555,0.0,31.228173171041416,30.65394777217834,31.13246711249115,0,8376200,0.6184122257430119,52.577057337618754,54.1981107711792,55.81916420473965,72.02444373929079,0.5560867887303758,0.11606101125319546,0.4400257774771803,64.94365132289572,0.0,55.20256042480469,0.0,55.44822017301285,54.78255311410689,55.40067468522221,0,10534200,0.23720234774874652,23.65249246938587,24.104345321655277,24.55619817392468,-157.86160294990287,0.09171524600872871,-0.10844821810188116,0.20016346411060987,42.79143706942073,0.0,23.695043563842773,0.0,23.831326060239714,23.6768721022096,23.78589913908272,0,53209600,0.4664596499456374,65.16230613675931,66.06409568786621,66.96588523897312,-170.73615300928392,0.05570336556226607,-0.18592041417916985,0.24162377974143592,42.13689418772905,0.0,65.21426391601562,0.0,65.29686372853578,64.87470635833338,64.98483010600796,0,5344800,0.41067607610435447,46.13792940676717,47.11605625152588,48.09418309628458,152.82705973945795,-0.13536124683025008,0.10081958824424198,-0.23618083507449206,58.13023613584354,0.0,47.72759628295898,0.0,47.771563223284765,47.147268225248816,47.173649060285605,0,7993600,0.45288233966145836,46.32931949349676,47.09869232177734,47.86806515005792,96.24003946685166,0.340130479183415,0.04483417490446873,0.29529630427894626,62.135406154306025,0.0,47.5592041015625,0.0,47.67058488914785,47.39641931071584,47.52493585549213,0,11036500,0.601537671836828,73.99138608600146,75.76340942382812,77.53543276165479,-76.39509194579531,-0.2135714504061923,-0.10532361912888633,-0.10824783127730597,41.488620927325144,0.0,74.84126281738281,0.0,75.1454223579789,74.37120574403268,75.1454223579789,0,4826300
2017-11-13,0.3418894049855156,21.24038569673295,21.865575885772703,22.490766074812463,-49.80253125265496,-0.19608694247087044,0.012934564316515296,-0.20902150678738574,42.31165427495651,0.0,21.6121883392334,0.0,21.69840732391137,21.54512953497617,21.631348519654143,0,16756100,0.5956859898587924,30.073268323126864,31.218601799011232,32.3639352748956,-104.10847285134398,-0.44235839107599517,0.021064170973167706,-0.4634225620491629,38.54531492340551,0.0,30.519962310791016,0.0,30.87406559308275,30.462540502253024,30.807073178887364,0,10273900,0.6053723255825508,52.58878799904823,54.236544609069824,55.88430121909142,51.108758086013026,0.5240733018839947,0.0672380195254515,0.4568352823585432,59.458927811979756,0.0,54.885555267333984,0.0,55.25801090087376,54.8221572773772,55.05197045649674,0,7489800,0.23843041150944028,23.623990814307668,24.096168518066406,24.568346221825145,-133.5902985425635,0.06216100653791301,-0.1104019660581575,0.1725629725960705,44.13428300280943,0.0,23.73138427734375,0.0,23.78589692424135,23.53150168384289,23.549673143784023,0,50579200,0.4613275115983163,64.99181214888512,66.00352592468262,67.01523970048012,-168.82392548117244,-0.010659945368203694,-0.2018269800877117,0.191167034719508,39.32236930994776,0.0,64.99402618408203,0.0,65.1592188499695,64.81965420293248,65.01237781284019,0,5256800,0.41462970106231317,46.13792940676717,47.11605625152588,48.09418309628458,197.60323652106538,-0.050688244268719984,0.14839407264461765,-0.19908231691333764,61.44196907055165,0.0,48.00017929077149,0.0,48.19362310847475,47.72759967075387,47.75398050766322,0,7809300,0.4639845068655156,46.39134654983957,47.19036674499512,47.989386940150666,165.22413816292197,0.3776319275112101,0.06586849858581106,0.31176342892539904,69.38209200446269,-1.0,48.12467575073242,0.0,48.16751678208076,47.61061605767059,47.61061605767059,0,9822800,0.6072889821781275,73.91762906900607,75.72746429443359,77.53729951986111,-77.91407493460595,-0.2277303812166167,-0.0955860399514486,-0.1321443412651681,42.57977626250297,0.0,74.91500091552734,0.0,75.06247476731663,74.38041875070161,74.59241065466364,0,4704000
2017-11-14,0.342102597919079,21.251760038829755,21.825819492340088,22.39987894585042,-52.51807378288572,-0.19158891102085462,0.01394607661322489,-0.2055349876340795,43.01006066291693,0.0,21.640928268432617,0.0,21.75588569471264,21.411011588657235,21.47807039185647,0,22696800,0.5832152559623409,30.044414876682573,31.11284875869751,32.181282640712446,-153.89030628814166,-0.4682004901424257,-0.003822342474610274,-0.46437814766781543,36.755083766307415,0.0,30.309415817260746,0.0,30.59652669818983,30.17543098288136,30.34769641619493,0,8455000,0.6300555107022896,52.57834747770567,54.22901611328125,55.879684748856825,-26.082276911224735,0.4222183401522841,-0.02769355376500726,0.44991189391729136,47.39128872716973,0.0,53.99801635742188,0.0,54.67952982148292,53.93461835007509,54.67952982148292,0,16527700,0.23373005532681054,23.613360088046583,24.09344301223755,24.57352593642852,-109.36344369414041,0.03757303469195605,-0.10799195032329156,0.14556498501524762,43.85719564274288,0.0,23.722301483154297,0.0,23.73138721424928,23.558761789296657,23.64053163622548,0,54101800,0.45525167092499136,64.80759345856384,65.9429557800293,67.07831810149474,-157.98027843971676,-0.07644235408824329,-0.21408751104620102,0.13764515695795773,37.20356252115195,0.0,64.81965637207031,0.0,64.91143552423047,64.61776044191026,64.81965637207031,0,7062100,0.41327607465869504,46.095790323345256,47.13320178985596,48.17061325636666,161.12048032102626,0.029554829565661578,0.18290971718319937,-0.1533548876175378,63.35495098624704,0.0,48.16723251342773,0.0,48.20240471937681,47.80672578796515,47.8770701998633,0,8903200,0.4871445640872616,46.3061748316114,47.29831962585449,48.29046442009758,212.0484931950661,0.45055233968185604,0.11103112860516562,0.3395212110766904,74.87444029704213,-1.0,48.72441482543945,0.0,48.758686343606456,47.9704610356365,47.98759352640814,0,12373800,0.6099961717147592,73.80517996844169,75.62561721801758,77.44605446759347,-139.14557924914516,-0.2604925125009885,-0.10267853698865631,-0.15781397551233217,39.32222260342363,0.0,74.61083221435547,0.0,74.749087175457,74.26981127983638,74.66613841795974,0,7430100
2017-11-15,0.3327207332287702,21.270152952164672,21.79324789047241,22.31634282878015,-12.951259966736913,-0.1812963271968293,0.019390928349800163,-0.20068725554662947,44.45829744579356,0.0,21.698406219482425,0.0,21.765465020326424,21.554708528071668,21.765465020326424,0,23133900,0.5661666318417631,30.041039393203693,31.03197898864746,32.02291858409123,-121.71466428091058,-0.4670791515965398,-0.002160803142979506,-0.4649183484535603,39.63706782084108,0.0,30.510393142700195,0.0,30.54867556713354,30.204141048859288,30.4242613385381,0,8802600,0.644486414282934,52.53002350788762,54.20999717712402,55.88997084636043,-106.44115562899421,0.2889293022196071,-0.1287860733581474,0.4177153755777545,41.20015568594327,0.0,53.387821197509766,0.0,53.62555462954551,53.16592819659057,53.514611152068944,0,17693100,0.24364264097546554,23.59552107840266,24.087537384033205,24.57955368966375,-80.7759904107045,0.022953862358107813,-0.09808889812571184,0.12104276048381965,46.39485907201695,0.0,23.78589630126953,0.0,23.86766613593721,23.49515988152923,23.51332960806868,0,64952300,0.46140997402871703,64.55696065604658,65.86265411376954,67.16834757149249,-156.0437105506743,-0.15639414755005987,-0.23523144360641407,0.0788372960563542,33.1533977147728,1.0,64.45256042480469,0.0,64.67281496100075,64.27818845769316,64.51680162293543,0,10669200,0.4226954725618818,46.10236916417884,47.12792625427246,48.15348334436608,100.81150381764893,0.051404726581061766,0.16380769135887965,-0.11240296477781789,54.470396860356,0.0,47.657257080078125,0.0,48.061727454925496,47.62208486812442,48.017763867086735,0,10724800,0.5080384519721625,46.37984756075704,47.38956565856934,48.39928375638164,171.13396089860498,0.46905939210160597,0.10363054481993245,0.3654288472816735,65.95541645373247,0.0,48.304595947265625,0.0,49.03284766898175,48.25318867450588,48.912900634187245,0,12065200,0.6013174974515848,73.69031156747498,75.50764045715331,77.32496934683165,-158.25551152273192,-0.3001031849615856,-0.11383136755940276,-0.18627181740218285,37.186895597070894,0.0,74.39884185791016,0.0,74.62926443203305,74.14076970000274,74.3343238184333,0,4952300
2017-11-16,0.3192192176037848,21.324541300631505,21.753012466430665,22.181483632229824,-23.255557363448617,-0.17498730450067512,0.02055996083676348,-0.1955472653374386,43.46697959542178,0.0,21.6505069732666,0.0,21.746306040514177,21.602606526035203,21.640926883820324,0,17070300,0.5441832337869265,30.137261011733905,30.94106044769287,31.744859883651834,-97.26650478162333,-0.4585874090391151,0.005064751531556166,-0.46365216057067127,40.05730356732876,0.0,30.53910446166992,0.0,30.586955666022707,30.328556606948656,30.328556606948656,0,9786000,0.626187543947142,52.46778379714317,54.18860092163086,55.90941804611855,-125.05704574681862,0.16413999348192476,-0.2028603056766638,0.36700029915858856,39.263269779695634,0.0,53.17386245727539,0.0,53.41160197104133,53.02329974145948,53.22141398760876,0,12514000,0.23856998129478654,23.577622879888462,24.081177520751957,24.584732161615445,-41.21019917024271,0.011963370072034962,-0.08726351232942775,0.09922688240146271,46.76511415987015,0.0,23.79498291015625,0.0,23.94943685546562,23.77681145001966,23.894922475055854,0,53648100,0.4776156769363138,64.46501607100824,65.80346031188965,67.14190455277107,-74.45148797658467,-0.16893502089318702,-0.19821785355963298,0.029282832666445956,43.988246076541735,0.0,65.0582504272461,0.0,65.14085023953976,64.63609305820123,64.74622380733805,0,6038900,0.44965632903307406,46.028631407779294,47.16837310791016,48.30811480804102,133.117175468662,0.12054443619827993,0.18635792078087826,-0.06581348458259832,61.9091612116516,-1.0,48.31671905517578,0.0,48.4574045432367,48.02655334930892,48.08810304069765,0,11134200,0.4931694825627889,46.40667530099874,47.44868278503418,48.49069026906962,88.78164771223153,0.4659113168238136,0.08038597563371208,0.3855253411901015,62.98716393604783,0.0,48.15037536621094,0.0,48.29602439708574,48.00472306702469,48.184646879938455,0,11441100,0.6202512728115863,73.76456326250778,75.40487251281738,77.04518176312698,28.09378284123805,-0.2659564118448827,-0.06374767555415989,-0.20220873629072283,48.24140273448228,0.0,75.17305755615234,0.0,75.26523221040176,74.50943942441403,74.50943942441403,0,4780500
2017-11-17,0.3203675509143967,21.36742347043508,21.73193702697754,22.096450583520003,63.31094645481557,-0.1535298996237806,0.033613892570926396,-0.187143792194707,48.19432712494257,0.0,21.832529067993164,0.0,21.9570665994646,21.62177071551225,21.77504852065352,0,38347500,0.5483799326909726,30.207912250031253,30.899429321289062,31.590946392546872,13.589399151185741,-0.40929897641748525,0.043482547322548804,-0.45278152374003405,46.59687694671599,0.0,31.008056640625,0.0,31.14204148011349,30.57738847740267,30.64438089714692,0,10027800,0.6103280572329057,52.43526018900575,54.1751293182373,55.91499844746885,-106.71522243466957,0.08536116296745178,-0.2253113089529094,0.3106724719203612,42.80261212277306,0.0,53.43537139892578,0.0,53.546314886210816,53.14216015626298,53.27688243022333,0,9172400,0.233859530289779,23.54138850681789,24.059372329711916,24.577356152605933,-57.72210413598653,0.0010418299020038546,-0.07854804199956708,0.07958987190157094,45.74439094473841,0.0,23.767724990844727,0.0,23.82223763665643,23.649613969431748,23.67686942587472,0,41938700,0.47234419794601645,64.38013401231377,65.69057769775391,67.00102138319404,-85.15098050248231,-0.20538776079884258,-0.18773647477223082,-0.017651286026611757,39.875117454097335,0.0,64.70032501220703,0.0,64.92975878884606,64.65443545617394,64.82880736698382,0,7745100,0.4363797984457925,45.99138067591361,47.20618228912353,48.420983902333454,101.16076347216665,0.16001320697469623,0.18066135324583565,-0.02064814627113941,59.26740658501251,0.0,48.149658203125,0.0,48.31672454519742,48.052939644386285,48.18483041768835,0,7298900,0.4860942213708866,46.45674971786243,47.48937892913818,48.52200814041394,43.1382716607562,0.43147993633186843,0.036763676113413524,0.3947162602184549,57.00148605841002,0.0,47.81623077392578,0.0,48.16750557841833,47.77338975254217,48.04755856249079,0,16650400,0.6055723767519073,73.8832309971586,75.28320960998535,76.68318822281209,9.466008173722036,-0.2596995396755801,-0.045992642707885834,-0.2137068969676943,44.99296412853063,0.0,74.87812805175781,0.0,75.11776953086078,74.75831082817626,74.83204774973717,0,6129800
