,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,GDXJ,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLP,XLP,XLP,XLP,XLP,XLP,XLP,XLI,XLI,XLI,XLI,XLI,XLI,XLI,XLU,XLU,XLU,XLU,XLU,XLU,XLU,GDX,GDX,GDX,GDX,GDX,GDX,GDX,XLE,XLE,XLE,XLE,XLE,XLE,XLE,XLF,XLF,XLF,XLF,XLF,XLF,XLF
,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-20,31.400443186684168,31.706695299348322,31.237744698248935,31.543996810913086,7297800,0.0,0,74.14433685828932,74.5759436176853,74.02495909753762,74.4565658569336,8276800,0.0,0,48.006600275297416,48.19883745997834,47.919221554961275,48.05029296875,9816700,0.0,0,63.364375850710346,63.40091900272221,62.87105375339053,62.953277587890625,7428000,0.0,0,44.78440264411177,44.99697338742403,44.673868192961336,44.98847198486328,8462500,0.0,0,21.2194129402622,21.47806988410044,21.181094408146517,21.38227081298828,25254900,0.0,0,51.8804643197979,52.06818028941051,51.293846693298285,51.434635162353516,17159300,0.0,0,22.46566060579389,22.56518683963125,22.39327836092913,22.43851661682129,40163500,0.0,0
2017-07-21,31.802398361343258,31.83110835660945,31.53442867002349,31.716264724731445,7243700,0.0,0,74.30045715886013,74.48411633587398,74.24535380083715,74.37391662597656,4043600,0.0,0,47.88426275189357,48.146402213440496,47.84057339718311,48.128929138183594,7738700,0.0,0,62.64266448196428,62.8619164248462,62.43254309969448,62.834510803222656,7600500,0.0,0,44.99696604443066,45.31157302856445,44.843918118307876,45.31157302856445,9252000,0.0,0,21.55470958510358,21.583449855681252,21.343953082513433,21.468490600585938,21535000,0.0,0,51.26254753825728,51.50501419010609,50.855822738672934,50.92621994018555,13047600,0.0,0,22.37518236828073,22.510898861686044,22.37518236828073,22.43851661682129,39108400,0.0,0
2017-07-24,31.802396664611635,31.811969096398474,30.950632776234613,31.084617614746094,11611700,0.0,0,74.30965652334127,74.4198562648409,74.02498261548871,74.34638977050781,4476800,0.0,0,48.11145711771722,48.13767006627747,47.93669634965193,47.971649169921875,9302400,0.0,0,62.770565556411945,62.861919956921284,62.60612484753754,62.697479248046875,7551700,0.0,0,45.33708922844008,45.33708922844008,44.818416080293076,44.88644027709961,10534800,0.0,0,21.52596798469789,21.535548074298607,21.046974467953444,21.123613357543945,45649400,0.0,0,51.03573320491282,51.11394769450887,50.71504603997104,50.83237075805664,10433400,0.0,0,22.42946766965635,22.565184146866248,22.42946766965635,22.538040161132812,26364800,0.0,0
2017-07-25,31.122898021095537,31.410008892252147,30.85492836145774,30.921920776367188,6383100,0.0,0,74.5208692102431,74.57596557663655,73.70357374670529,73.81376647949219,8486000,0.0,0,48.13766716297395,48.338640867478254,48.09397780691374,48.303688049316406,13799900,0.0,0,63.017213438899795,63.017213438899795,62.43253009650082,62.6152458190918,9077100,0.0,0,44.792911713526394,44.9204554695375,44.580340949222865,44.6313591003418,10568100,0.0,0,21.171515591600496,21.449330904597154,21.171515591600496,21.334373474121094,34211800,0.0,0,51.442452634402386,51.84135429284189,51.32513388255233,51.47373962402344,15479300,0.0,0,22.791377334086604,22.908997812980218,22.755185355517174,22.818519592285156,75786800,0.0,0
2017-07-26,30.921921054975147,32.338337862814164,30.88363863159259,32.07993698120117,20244400,0.0,0,73.64845569033929,73.7219221683166,73.36378184586347,73.56581115722656,4964100,0.0,0,48.31242880197791,48.41728392509237,48.146404579322066,48.294952392578125,7594000,0.0,0,62.79797117957535,62.79797117957535,62.55131360121073,62.697479248046875,6804000,0.0,0,44.62286087263333,45.0565071105957,44.554839904928656,45.0565071105957,8631200,0.0,0,21.2194129194238,22.091180993979254,21.200252739777124,21.88042449951172,63816900,0.0,0,51.76313758760568,52.122929001778104,51.387699695600666,51.52848815917969,21211400,0.0,0,22.84566362561936,22.88185560426706,22.610420941594864,22.66470718383789,56086500,0.0,0
2017-07-27,32.03208727940281,32.204354541889295,31.36215944204571,31.51528549194336,12767200,0.0,0,73.63928505392728,73.63928505392728,72.75770824783295,73.06074523925781,12536800,0.0,0,48.32990352158881,48.77554027920738,48.30368724176361,48.76680374145508,12859000,0.0,0,62.63352476035107,62.63352476035107,62.03971772623124,62.3411865234375,9900900,0.0,0,44.928959730647435,45.16703796386719,44.87794157628349,45.16703796386719,9586900,0.0,0,22.014541581449443,22.024121671045986,21.516387885720643,21.621767044067383,50762200,0.0,0,51.54412913365924,52.075995942905735,51.30947973028671,52.05253219604492,15815900,0.0,0,22.709948619320627,22.718996614565103,22.43851393917219,22.538040161132812,67826200,0.0,0
2017-07-28,31.63012926097877,32.26177467604015,31.63012926097877,32.19478225708008,15511200,0.0,0,73.0882928308333,73.5198996712679,72.7760707797144,73.42807006835938,6426100,0.0,0,48.618256718028675,48.81923042241652,47.68329049908845,48.356117248535156,18412200,0.0,0,62.27721771246872,62.53301271622215,62.140182683346204,62.48733901977539,11435700,0.0,0,45.09901428222656,45.226554795086955,44.88644351722011,45.09901428222656,9639000,0.0,0,21.727148369046038,21.97622524174839,21.660089562398372,21.947484970092773,40162900,0.0,0,51.88046205671476,52.50618391725649,51.79442433119057,51.98996353149414,14765000,0.0,0,22.50184990588354,22.601374402115525,22.41137167916739,22.538040161132812,43735800,0.0,0
2017-07-31,32.19478131831921,32.443613425040695,31.974662855181222,32.17564010620117,9013700,0.0,0,73.51988816176488,73.66682110833591,73.35459209994671,73.36377716064453,5516800,0.0,0,48.23379460928728,48.45224476301296,48.225054736498755,48.33864974975586,7279300,0.0,0,62.77967899411481,62.807084606760604,62.38684894977869,62.40511703491211,6787300,0.0,0,45.04799819498965,45.35410062959583,44.979977233728626,45.25206756591797,11861300,0.0,0,21.918744077222275,22.062443604212223,21.78462646772807,21.899585723876953,30392300,0.0,0,52.00560034983445,52.404501961001685,51.86481189691557,52.10728454589844,13519500,0.0,0,22.619468898054233,22.782329350236786,22.5923249141143,22.700899124145508,43039300,0.0,0
2017-08-01,31.993804290104233,32.52017484917053,31.92681187263105,32.09907913208008,8094700,0.0,0,73.63010848058659,73.63010848058659,73.10667197267853,73.19850158691406,8678800,0.0,0,48.39107520139101,48.52214328340313,48.26000378609433,48.286216735839844,19015300,0.0,0,62.45994670850282,62.56956917923157,62.03971097429322,62.22241973876953,16893700,0.0,0,45.3200854357162,45.592175749345195,45.2775719323815,45.50714874267578,10823100,0.0,0,21.81336707931312,22.11992266421162,21.698407821368477,21.870845794677734,32116800,0.0,0,52.13856700795323,52.396674176424234,51.87263063445519,52.099456787109375,12668700,0.0,0,22.854711999694704,22.8818559841311,22.746137787677668,22.863759994506836,60987500,0.0,0
2017-08-02,31.955520909559855,32.27134542603859,31.71626123979578,31.80239486694336,8420200,0.0,0,73.1892988733788,73.1892988733788,72.77606220589945,73.03318786621094,7718500,0.0,0,48.190100708869565,48.329908660761916,48.0328163463301,48.25126647949219,17133700,0.0,0,62.22240516730221,62.51474330393907,62.121913279406016,62.49647521972656,17642900,0.0,0,45.41362044236942,45.71121823125827,45.14153010865029,45.70271682739258,8015900,0.0,0,21.842104378847985,22.01454234312139,21.775045576567287,21.813365936279297,27185500,0.0,0,51.83352582327832,52.115102734071876,51.372056199544865,51.90392303466797,15118500,0.0,0,22.890903939335857,22.918047925771653,22.782331445050033,22.899951934814453,43341500,0.0,0
2017-08-03,31.811966996103312,31.955520606110873,31.601417320450192,31.677978515625,5596400,0.0,0,73.06992109466167,73.29949857793083,72.83115855034009,73.15257263183594,8003600,0.0,0,48.2425219402271,48.495924870167535,48.14640335760941,48.20756912231445,17803400,0.0,0,62.377725109959194,62.80709838867188,62.377725109959194,62.807098388671875,13298800,0.0,0,45.76222426969539,45.932281494140625,45.55815819521852,45.932281494140625,10464700,0.0,0,21.784627816674302,21.985806070588342,21.72714909864836,21.746309280395508,24214900,0.0,0,51.81787807159504,51.903915780500675,50.94968371255212,51.176509857177734,15327800,0.0,0,22.86375956549695,22.89994981833786,22.782329339444246,22.818519592285156,40816800,0.0,0
2017-08-04,31.3621574651257,31.448291090939495,30.75922208442917,30.99848175048828,17166700,0.0,0,73.49236345942849,73.49236345942849,72.89546043409152,72.98729705810547,3930100,0.0,0,48.181362703018664,48.338647071649916,48.00660192306343,48.076507568359375,17063700,0.0,0,62.779688117265906,62.95326631576876,62.67005868086005,62.92585372924805,12746000,0.0,0,45.69420541233164,45.83025054938492,45.48163468296264,45.728214263916016,17465400,0.0,0,21.554708775547105,21.631347666993772,21.257733299593184,21.38227081298828,50891100,0.0,0,51.19997845766604,51.48155535581053,51.08265375554213,51.34076690673828,9371000,0.0,0,23.026623792182857,23.062814050956163,22.927097560530854,22.972335815429688,50792900,0.0,0
2017-08-07,30.81664370197969,31.065472132040572,30.720937651331244,30.835784912109375,6834800,0.0,0,72.91381696529022,73.15257953213367,72.8495355441573,73.14339447021484,4583300,0.0,0,48.08524330796088,48.46971768412743,48.08524330796088,48.43476486206055,16854000,0.0,0,62.880180024831525,63.00807754902552,62.779688117265906,62.92585372924805,7753100,0.0,0,45.77924056024438,45.88977826740391,45.66020144956757,45.872772216796875,5161400,0.0,0,21.296053355227553,21.47807142064069,21.24815472985246,21.267314910888672,32328000,0.0,0,51.12176721749342,51.21562817861549,50.79326280464011,50.94969177246094,11437300,0.0,0,22.972336041600315,22.981384037814923,22.89995379761227,22.936145782470703,39486800,0.0,0
